request_id,subject,action,resource,phase,stable_allow,oracle_required,unsafe_candidate_allow,safe_candidate_allow,unsafe_mismatch,safe_mismatch,unsafe_required_would_deny,safe_required_would_deny
medium-2028-000074,identity_0048,action_16,resource_00048,observation,True,True,False,True,True,False,True,False
medium-2028-000075,identity_0073,action_13,resource_00173,observation,True,True,True,True,False,False,False,False
medium-2028-000076,identity_0061,action_29,resource_00061,observation,True,True,True,True,False,False,False,False
medium-2028-000077,identity_0013,action_25,resource_00313,observation,True,True,True,True,False,False,False,False
medium-2028-000078,identity_0009,action_13,resource_00109,observation,True,True,True,True,False,False,False,False
medium-2028-000079,identity_0069,action_05,resource_00069,observation,True,True,True,True,False,False,False,False
medium-2028-000080,identity_0047,action_27,resource_00347,observation,True,True,True,True,False,False,False,False
medium-2028-000081,identity_0095,action_03,resource_00195,observation,True,True,True,True,False,False,False,False
medium-2028-000082,identity_0041,action_25,resource_00441,observation,True,True,True,True,False,False,False,False
medium-2028-000083,identity_0049,action_29,resource_00349,observation,True,True,True,True,False,False,False,False
medium-2028-000084,identity_0024,action_04,resource_00324,observation,True,True,True,True,False,False,False,False
medium-2028-000085,identity_0030,action_10,resource_00330,observation,True,True,True,True,False,False,False,False
medium-2028-000086,identity_0067,action_15,resource_00367,observation,True,True,True,True,False,False,False,False
medium-2028-000087,identity_0050,action_26,resource_00250,observation,True,True,True,True,False,False,False,False
medium-2028-000088,identity_0026,action_02,resource_00226,observation,True,True,True,True,False,False,False,False
medium-2028-000089,identity_0043,action_27,resource_00443,observation,True,True,True,True,False,False,False,False
medium-2028-000090,identity_0037,action_21,resource_00437,observation,True,True,True,True,False,False,False,False
medium-2028-000091,identity_0037,action_17,resource_00337,observation,True,True,True,True,False,False,False,False
medium-2028-000092,identity_0049,action_21,resource_00149,observation,True,True,True,True,False,False,False,False
medium-2028-000093,identity_0040,action_24,resource_00440,observation,True,True,True,True,False,False,False,False
medium-2028-000094,identity_0042,action_26,resource_00442,observation,True,True,True,True,False,False,False,False
medium-2028-000095,identity_0033,action_05,resource_00133,observation,True,True,True,True,False,False,False,False
medium-2028-000096,identity_0064,action_08,resource_00264,observation,True,True,True,True,False,False,False,False
medium-2028-000097,identity_0059,action_03,resource_00259,observation,True,True,True,True,False,False,False,False
medium-2028-000098,identity_0082,action_26,resource_00282,observation,True,True,True,True,False,False,False,False
medium-2028-000099,identity_0058,action_02,resource_00258,observation,True,True,True,True,False,False,False,False
medium-2028-000100,identity_0090,action_30,resource_00190,observation,True,True,True,True,False,False,False,False
medium-2028-000101,identity_0019,action_23,resource_00119,observation,True,True,True,True,False,False,False,False
medium-2028-000102,identity_0098,action_02,resource_00098,observation,True,True,True,True,False,False,False,False
medium-2028-000103,identity_0083,action_27,resource_00283,observation,True,True,True,True,False,False,False,False
medium-2028-000104,identity_0030,action_14,resource_00430,observation,True,True,True,True,False,False,False,False
medium-2028-000105,identity_0004,action_16,resource_00304,observation,True,True,True,True,False,False,False,False
medium-2028-000106,identity_0065,action_01,resource_00065,observation,True,True,True,True,False,False,False,False
medium-2028-000107,identity_0092,action_00,resource_00192,observation,True,True,True,True,False,False,False,False
medium-2028-000108,identity_0066,action_14,resource_00366,observation,True,True,True,True,False,False,False,False
medium-2028-000109,identity_0091,action_03,resource_00291,observation,True,True,True,True,False,False,False,False
medium-2028-000110,identity_0003,action_07,resource_00103,observation,True,True,True,True,False,False,False,False
medium-2028-000111,identity_0008,action_16,resource_00208,observation,True,True,True,True,False,False,False,False
medium-2028-000112,identity_0016,action_16,resource_00016,observation,True,True,False,True,True,False,True,False
medium-2028-000113,identity_0068,action_04,resource_00068,observation,True,True,True,True,False,False,False,False
medium-2028-000114,identity_0063,action_07,resource_00263,observation,True,True,True,True,False,False,False,False
medium-2028-000115,identity_0093,action_09,resource_00393,observation,True,True,True,True,False,False,False,False
medium-2028-000116,identity_0034,action_10,resource_00234,observation,True,True,True,True,False,False,False,False
medium-2028-000117,identity_0060,action_00,resource_00160,observation,True,True,True,True,False,False,False,False
medium-2028-000118,identity_0011,action_27,resource_00411,observation,True,True,True,True,False,False,False,False
medium-2028-000119,identity_0044,action_28,resource_00444,observation,True,True,True,True,False,False,False,False
medium-2028-000120,identity_0008,action_20,resource_00308,observation,True,True,True,True,False,False,False,False
medium-2028-000121,identity_0008,action_08,resource_00008,observation,True,True,False,True,True,False,True,False
medium-2028-000122,identity_0059,action_31,resource_00159,observation,True,True,True,True,False,False,False,False
medium-2028-000123,identity_0064,action_12,resource_00364,observation,True,True,True,True,False,False,False,False
medium-2028-000124,identity_0075,action_15,resource_00175,observation,True,True,True,True,False,False,False,False
medium-2028-000125,identity_0022,action_06,resource_00422,observation,True,True,True,True,False,False,False,False
medium-2028-000126,identity_0090,action_30,resource_00190,observation,True,True,True,True,False,False,False,False
medium-2028-000127,identity_0031,action_31,resource_00031,observation,True,True,False,True,True,False,True,False
medium-2028-000128,identity_0054,action_02,resource_00354,observation,True,True,True,True,False,False,False,False
medium-2028-000129,identity_0032,action_04,resource_00132,observation,True,True,True,True,False,False,False,False
medium-2028-000130,identity_0083,action_31,resource_00383,observation,True,True,True,True,False,False,False,False
medium-2028-000131,identity_0008,action_08,resource_00008,observation,True,True,False,True,True,False,True,False
medium-2028-000132,identity_0039,action_23,resource_00439,observation,True,True,True,True,False,False,False,False
medium-2028-000133,identity_0053,action_29,resource_00253,observation,True,True,True,True,False,False,False,False
medium-2028-000134,identity_0086,action_02,resource_00386,observation,True,True,True,True,False,False,False,False
medium-2028-000135,identity_0077,action_13,resource_00077,observation,True,True,True,True,False,False,False,False
medium-2028-000136,identity_0089,action_29,resource_00189,observation,True,True,True,True,False,False,False,False
medium-2028-000137,identity_0002,action_14,resource_00302,observation,True,True,True,True,False,False,False,False
medium-2028-000138,identity_0082,action_18,resource_00082,observation,True,True,True,True,False,False,False,False
medium-2028-000139,identity_0002,action_06,resource_00102,observation,True,True,True,True,False,False,False,False
medium-2028-000140,identity_0082,action_26,resource_00282,observation,True,True,True,True,False,False,False,False
medium-2028-000141,identity_0061,action_09,resource_00361,observation,True,True,True,True,False,False,False,False
medium-2028-000142,identity_0093,action_29,resource_00093,observation,True,True,True,True,False,False,False,False
medium-2028-000143,identity_0086,action_22,resource_00086,observation,True,True,True,True,False,False,False,False
medium-2028-000144,identity_0028,action_00,resource_00128,observation,True,True,True,True,False,False,False,False
medium-2028-000145,identity_0022,action_02,resource_00322,observation,True,True,True,True,False,False,False,False
medium-2028-000146,identity_0020,action_00,resource_00320,observation,True,True,True,True,False,False,False,False
medium-2028-000147,identity_0041,action_13,resource_00141,observation,True,True,True,True,False,False,False,False
medium-2028-000148,identity_0021,action_01,resource_00321,observation,True,True,True,True,False,False,False,False
medium-2028-000149,identity_0072,action_08,resource_00072,observation,True,True,True,True,False,False,False,False
medium-2028-000150,identity_0095,action_31,resource_00095,observation,True,True,True,True,False,False,False,False
medium-2028-000151,identity_0042,action_18,resource_00242,observation,True,True,True,True,False,False,False,False
medium-2028-000152,identity_0064,action_12,resource_00364,observation,True,True,True,True,False,False,False,False
medium-2028-000153,identity_0013,action_29,resource_00413,observation,True,True,True,True,False,False,False,False
medium-2028-000154,identity_0028,action_12,resource_00428,observation,True,True,True,True,False,False,False,False
medium-2028-000155,identity_0006,action_10,resource_00106,observation,True,True,True,True,False,False,False,False
medium-2028-000156,identity_0032,action_04,resource_00132,observation,True,True,True,True,False,False,False,False
medium-2028-000157,identity_0004,action_08,resource_00104,observation,True,True,True,True,False,False,False,False
medium-2028-000158,identity_0064,action_04,resource_00164,observation,True,True,True,True,False,False,False,False
medium-2028-000159,identity_0052,action_20,resource_00052,observation,True,True,True,True,False,False,False,False
medium-2028-000160,identity_0004,action_16,resource_00304,observation,True,True,True,True,False,False,False,False
medium-2028-000161,identity_0013,action_25,resource_00313,observation,True,True,True,True,False,False,False,False
medium-2028-000162,identity_0027,action_27,resource_00027,observation,True,True,False,True,True,False,True,False
medium-2028-000163,identity_0093,action_05,resource_00293,observation,True,True,True,True,False,False,False,False
medium-2028-000164,identity_0058,action_26,resource_00058,observation,True,True,True,True,False,False,False,False
medium-2028-000165,identity_0040,action_16,resource_00240,observation,True,True,True,True,False,False,False,False
medium-2028-000166,identity_0006,action_22,resource_00406,observation,True,True,True,True,False,False,False,False
medium-2028-000167,identity_0050,action_30,resource_00350,observation,True,True,True,True,False,False,False,False
medium-2028-000168,identity_0079,action_19,resource_00179,observation,True,True,True,True,False,False,False,False
medium-2028-000169,identity_0047,action_27,resource_00347,observation,True,True,True,True,False,False,False,False
medium-2028-000170,identity_0047,action_23,resource_00247,observation,True,True,True,True,False,False,False,False
medium-2028-000171,identity_0094,action_30,resource_00094,observation,True,True,True,True,False,False,False,False
medium-2028-000172,identity_0036,action_20,resource_00436,observation,True,True,True,True,False,False,False,False
medium-2028-000173,identity_0062,action_10,resource_00362,observation,True,True,True,True,False,False,False,False
medium-2028-000174,identity_0012,action_20,resource_00212,observation,True,True,True,True,False,False,False,False
medium-2028-000175,identity_0061,action_01,resource_00161,observation,True,True,True,True,False,False,False,False
medium-2028-000176,identity_0093,action_05,resource_00293,observation,True,True,True,True,False,False,False,False
medium-2028-000177,identity_0028,action_08,resource_00328,observation,True,True,True,True,False,False,False,False
medium-2028-000178,identity_0083,action_27,resource_00283,observation,True,True,True,True,False,False,False,False
medium-2028-000179,identity_0002,action_18,resource_00402,observation,True,True,True,True,False,False,False,False
medium-2028-000180,identity_0070,action_18,resource_00370,observation,True,True,True,True,False,False,False,False
medium-2028-000181,identity_0003,action_07,resource_00103,observation,True,True,True,True,False,False,False,False
medium-2028-000182,identity_0055,action_23,resource_00055,observation,True,True,True,True,False,False,False,False
medium-2028-000183,identity_0000,action_00,resource_00000,observation,True,True,False,True,True,False,True,False
medium-2028-000184,identity_0053,action_21,resource_00053,observation,True,True,True,True,False,False,False,False
medium-2028-000185,identity_0083,action_31,resource_00383,observation,True,True,True,True,False,False,False,False
medium-2028-000186,identity_0096,action_00,resource_00096,observation,True,True,True,True,False,False,False,False
medium-2028-000187,identity_0075,action_15,resource_00175,observation,True,True,True,True,False,False,False,False
medium-2028-000188,identity_0092,action_08,resource_00392,observation,True,True,True,True,False,False,False,False
medium-2028-000189,identity_0012,action_20,resource_00212,observation,True,True,True,True,False,False,False,False
medium-2028-000190,identity_0084,action_00,resource_00384,observation,True,True,True,True,False,False,False,False
medium-2028-000191,identity_0000,action_08,resource_00200,observation,True,True,True,True,False,False,False,False
medium-2028-000192,identity_0037,action_05,resource_00037,observation,True,True,False,True,True,False,True,False
medium-2028-000193,identity_0048,action_24,resource_00248,observation,True,True,True,True,False,False,False,False
medium-2028-000194,identity_0045,action_29,resource_00445,observation,True,True,True,True,False,False,False,False
medium-2028-000195,identity_0060,action_04,resource_00260,observation,True,True,True,True,False,False,False,False
medium-2028-000196,identity_0006,action_14,resource_00206,observation,True,True,True,True,False,False,False,False
medium-2028-000197,identity_0030,action_10,resource_00330,observation,True,True,True,True,False,False,False,False
medium-2028-000198,identity_0092,action_04,resource_00292,observation,True,True,True,True,False,False,False,False
medium-2028-000199,identity_0082,action_30,resource_00382,observation,True,True,True,True,False,False,False,False
medium-2028-000200,identity_0031,action_11,resource_00331,observation,True,True,True,True,False,False,False,False
medium-2028-000201,identity_0055,action_03,resource_00355,observation,True,True,True,True,False,False,False,False
medium-2028-000202,identity_0040,action_12,resource_00140,observation,True,True,True,True,False,False,False,False
medium-2028-000203,identity_0050,action_30,resource_00350,observation,True,True,True,True,False,False,False,False
medium-2028-000204,identity_0073,action_13,resource_00173,observation,True,True,True,True,False,False,False,False
medium-2028-000205,identity_0036,action_20,resource_00436,observation,True,True,True,True,False,False,False,False
medium-2028-000206,identity_0045,action_21,resource_00245,observation,True,True,True,True,False,False,False,False
medium-2028-000207,identity_0017,action_29,resource_00317,observation,True,True,True,True,False,False,False,False
medium-2028-000208,identity_0061,action_05,resource_00261,observation,True,True,True,True,False,False,False,False
medium-2028-000209,identity_0002,action_18,resource_00402,observation,True,True,True,True,False,False,False,False
medium-2028-000210,identity_0060,action_28,resource_00060,observation,True,True,True,True,False,False,False,False
medium-2028-000211,identity_0096,action_04,resource_00196,observation,True,True,True,True,False,False,False,False
medium-2028-000212,identity_0014,action_22,resource_00214,observation,True,True,True,True,False,False,False,False
medium-2028-000213,identity_0078,action_22,resource_00278,observation,True,True,True,True,False,False,False,False
medium-2028-000214,identity_0038,action_14,resource_00238,observation,True,True,True,True,False,False,False,False
medium-2028-000215,identity_0050,action_18,resource_00050,observation,True,True,True,True,False,False,False,False
medium-2028-000216,identity_0085,action_21,resource_00085,observation,True,True,True,True,False,False,False,False
medium-2028-000217,identity_0099,action_03,resource_00099,observation,True,True,True,True,False,False,False,False
medium-2028-000218,identity_0031,action_15,resource_00431,observation,True,True,True,True,False,False,False,False
medium-2028-000219,identity_0045,action_21,resource_00245,observation,True,True,True,True,False,False,False,False
medium-2028-000220,identity_0020,action_24,resource_00120,observation,True,True,True,True,False,False,False,False
medium-2028-000221,identity_0091,action_03,resource_00291,observation,True,True,True,True,False,False,False,False
medium-2028-000222,identity_0058,action_02,resource_00258,observation,True,True,True,True,False,False,False,False
medium-2028-000223,identity_0040,action_12,resource_00140,observation,True,True,True,True,False,False,False,False
medium-2028-000224,identity_0063,action_11,resource_00363,observation,True,True,True,True,False,False,False,False
medium-2028-000225,identity_0099,action_15,resource_00399,observation,True,True,True,True,False,False,False,False
medium-2028-000226,identity_0058,action_26,resource_00058,observation,True,True,True,True,False,False,False,False
medium-2028-000227,identity_0083,action_23,resource_00183,observation,True,True,True,True,False,False,False,False
medium-2028-000228,identity_0007,action_19,resource_00307,observation,True,True,True,True,False,False,False,False
medium-2028-000229,identity_0099,action_15,resource_00399,observation,True,True,True,True,False,False,False,False
medium-2028-000230,identity_0083,action_23,resource_00183,observation,True,True,True,True,False,False,False,False
medium-2028-000231,identity_0029,action_01,resource_00129,observation,True,True,True,True,False,False,False,False
medium-2028-000232,identity_0006,action_14,resource_00206,observation,True,True,True,True,False,False,False,False
medium-2028-000233,identity_0065,action_09,resource_00265,observation,True,True,True,True,False,False,False,False
medium-2028-000234,identity_0001,action_17,resource_00401,observation,True,True,True,True,False,False,False,False
medium-2028-000235,identity_0070,action_14,resource_00270,observation,True,True,True,True,False,False,False,False
medium-2028-000236,identity_0019,action_31,resource_00319,observation,True,True,True,True,False,False,False,False
medium-2028-000237,identity_0058,action_02,resource_00258,observation,True,True,True,True,False,False,False,False
medium-2028-000238,identity_0021,action_29,resource_00221,observation,True,True,True,True,False,False,False,False
medium-2028-000239,identity_0063,action_03,resource_00163,observation,True,True,True,True,False,False,False,False
medium-2028-000240,identity_0051,action_27,resource_00251,observation,True,True,True,True,False,False,False,False
medium-2028-000241,identity_0026,action_10,resource_00426,observation,True,True,True,True,False,False,False,False
medium-2028-000242,identity_0051,action_31,resource_00351,observation,True,True,True,True,False,False,False,False
medium-2028-000243,identity_0033,action_05,resource_00133,observation,True,True,True,True,False,False,False,False
medium-2028-000244,identity_0039,action_07,resource_00039,observation,True,True,False,True,True,False,True,False
medium-2028-000245,identity_0003,action_07,resource_00103,observation,True,True,True,True,False,False,False,False
medium-2028-000246,identity_0093,action_09,resource_00393,observation,True,True,True,True,False,False,False,False
medium-2028-000247,identity_0006,action_10,resource_00106,observation,True,True,True,True,False,False,False,False
medium-2028-000248,identity_0003,action_03,resource_00003,observation,True,True,False,True,True,False,True,False
medium-2028-000249,identity_0094,action_02,resource_00194,observation,True,True,True,True,False,False,False,False
medium-2028-000250,identity_0031,action_11,resource_00331,observation,True,True,True,True,False,False,False,False
medium-2028-000251,identity_0042,action_10,resource_00042,observation,True,True,False,True,True,False,True,False
medium-2028-000252,identity_0098,action_14,resource_00398,observation,True,True,True,True,False,False,False,False
medium-2028-000253,identity_0008,action_12,resource_00108,observation,True,True,True,True,False,False,False,False
medium-2028-000254,identity_0041,action_13,resource_00141,observation,True,True,True,True,False,False,False,False
medium-2028-000255,identity_0082,action_18,resource_00082,observation,True,True,True,True,False,False,False,False
medium-2028-000256,identity_0079,action_23,resource_00279,observation,True,True,True,True,False,False,False,False
medium-2028-000257,identity_0039,action_15,resource_00239,observation,True,True,True,True,False,False,False,False
medium-2028-000258,identity_0062,action_02,resource_00162,observation,True,True,True,True,False,False,False,False
medium-2028-000259,identity_0067,action_15,resource_00367,observation,True,True,True,True,False,False,False,False
medium-2028-000260,identity_0088,action_00,resource_00288,observation,True,True,True,True,False,False,False,False
medium-2028-000261,identity_0021,action_29,resource_00221,observation,True,True,True,True,False,False,False,False
medium-2028-000262,identity_0057,action_29,resource_00157,observation,True,True,True,True,False,False,False,False
medium-2028-000263,identity_0058,action_06,resource_00358,observation,True,True,True,True,False,False,False,False
medium-2028-000264,identity_0008,action_12,resource_00108,observation,True,True,True,True,False,False,False,False
medium-2028-000265,identity_0094,action_06,resource_00294,observation,True,True,True,True,False,False,False,False
medium-2028-000266,identity_0022,action_06,resource_00422,observation,True,True,True,True,False,False,False,False
medium-2028-000267,identity_0027,action_03,resource_00227,observation,True,True,True,True,False,False,False,False
medium-2028-000268,identity_0098,action_10,resource_00298,observation,True,True,True,True,False,False,False,False
medium-2028-000269,identity_0098,action_14,resource_00398,observation,True,True,True,True,False,False,False,False
medium-2028-000270,identity_0073,action_21,resource_00373,observation,True,True,True,True,False,False,False,False
medium-2028-000271,identity_0004,action_20,resource_00404,observation,True,True,True,True,False,False,False,False
medium-2028-000272,identity_0060,action_28,resource_00060,observation,True,True,True,True,False,False,False,False
medium-2028-000273,identity_0065,action_13,resource_00365,observation,True,True,True,True,False,False,False,False
medium-2028-000274,identity_0034,action_02,resource_00034,observation,True,True,False,True,True,False,True,False
medium-2028-000275,identity_0055,action_03,resource_00355,observation,True,True,True,True,False,False,False,False
medium-2028-000276,identity_0087,action_23,resource_00087,observation,True,True,True,True,False,False,False,False
medium-2028-000277,identity_0009,action_09,resource_00009,observation,True,True,False,True,True,False,True,False
medium-2028-000278,identity_0064,action_08,resource_00264,observation,True,True,True,True,False,False,False,False
medium-2028-000279,identity_0022,action_30,resource_00222,observation,True,True,True,True,False,False,False,False
medium-2028-000280,identity_0083,action_27,resource_00283,observation,True,True,True,True,False,False,False,False
medium-2028-000281,identity_0041,action_25,resource_00441,observation,True,True,True,True,False,False,False,False
medium-2028-000282,identity_0013,action_13,resource_00013,observation,True,True,False,True,True,False,True,False
medium-2028-000283,identity_0017,action_01,resource_00417,observation,True,True,True,True,False,False,False,False
medium-2028-000284,identity_0088,action_28,resource_00188,observation,True,True,True,True,False,False,False,False
medium-2028-000285,identity_0027,action_31,resource_00127,observation,True,True,True,True,False,False,False,False
medium-2028-000286,identity_0051,action_31,resource_00351,observation,True,True,True,True,False,False,False,False
medium-2028-000287,identity_0062,action_06,resource_00262,observation,True,True,True,True,False,False,False,False
medium-2028-000288,identity_0089,action_01,resource_00289,observation,True,True,True,True,False,False,False,False
medium-2028-000289,identity_0033,action_05,resource_00133,observation,True,True,True,True,False,False,False,False
medium-2028-000290,identity_0028,action_12,resource_00428,observation,True,True,True,True,False,False,False,False
medium-2028-000291,identity_0002,action_06,resource_00102,observation,True,True,True,True,False,False,False,False
medium-2028-000292,identity_0005,action_09,resource_00105,observation,True,True,True,True,False,False,False,False
medium-2028-000293,identity_0093,action_01,resource_00193,observation,True,True,True,True,False,False,False,False
medium-2028-000294,identity_0039,action_19,resource_00339,observation,True,True,True,True,False,False,False,False
medium-2028-000295,identity_0073,action_21,resource_00373,observation,True,True,True,True,False,False,False,False
medium-2028-000296,identity_0000,action_16,resource_00400,observation,True,True,True,True,False,False,False,False
medium-2028-000297,identity_0029,action_29,resource_00029,observation,True,True,False,True,True,False,True,False
medium-2028-000298,identity_0020,action_24,resource_00120,observation,True,True,True,True,False,False,False,False
medium-2028-000299,identity_0089,action_05,resource_00389,observation,True,True,True,True,False,False,False,False
medium-2028-000300,identity_0048,action_20,resource_00148,observation,True,True,True,True,False,False,False,False
medium-2028-000301,identity_0075,action_19,resource_00275,observation,True,True,True,True,False,False,False,False
medium-2028-000302,identity_0033,action_13,resource_00333,observation,True,True,True,True,False,False,False,False
medium-2028-000303,identity_0039,action_11,resource_00139,observation,True,True,True,True,False,False,False,False
medium-2028-000304,identity_0038,action_10,resource_00138,observation,True,True,True,True,False,False,False,False
medium-2028-000305,identity_0037,action_13,resource_00237,observation,True,True,True,True,False,False,False,False
medium-2028-000306,identity_0007,action_15,resource_00207,observation,True,True,True,True,False,False,False,False
medium-2028-000307,identity_0010,action_14,resource_00110,observation,True,True,True,True,False,False,False,False
medium-2028-000308,identity_0044,action_24,resource_00344,observation,True,True,True,True,False,False,False,False
medium-2028-000309,identity_0067,action_07,resource_00167,observation,True,True,True,True,False,False,False,False
medium-2028-000310,identity_0038,action_22,resource_00438,observation,True,True,True,True,False,False,False,False
medium-2028-000311,identity_0012,action_16,resource_00112,observation,True,True,True,True,False,False,False,False
medium-2028-000312,identity_0008,action_24,resource_00408,observation,True,True,True,True,False,False,False,False
medium-2028-000313,identity_0061,action_01,resource_00161,observation,True,True,True,True,False,False,False,False
medium-2028-000314,identity_0090,action_02,resource_00290,observation,True,True,True,True,False,False,False,False
