request_id,subject,action,resource,phase,stable_allow,oracle_required,unsafe_candidate_allow,safe_candidate_allow,unsafe_mismatch,safe_mismatch,unsafe_required_would_deny,safe_required_would_deny
medium-2027-000074,identity_0056,action_24,resource_00056,observation,True,True,True,True,False,False,False,False
medium-2027-000075,identity_0048,action_28,resource_00348,observation,True,True,True,True,False,False,False,False
medium-2027-000076,identity_0042,action_22,resource_00342,observation,True,True,True,True,False,False,False,False
medium-2027-000077,identity_0022,action_02,resource_00322,observation,True,True,True,True,False,False,False,False
medium-2027-000078,identity_0085,action_01,resource_00385,observation,True,True,True,True,False,False,False,False
medium-2027-000079,identity_0063,action_07,resource_00263,observation,True,True,True,True,False,False,False,False
medium-2027-000080,identity_0084,action_20,resource_00084,observation,True,True,True,True,False,False,False,False
medium-2027-000081,identity_0047,action_23,resource_00247,observation,True,True,True,True,False,False,False,False
medium-2027-000082,identity_0010,action_18,resource_00210,observation,True,True,True,True,False,False,False,False
medium-2027-000083,identity_0024,action_28,resource_00124,observation,True,True,True,True,False,False,False,False
medium-2027-000084,identity_0037,action_09,resource_00137,observation,True,True,True,True,False,False,False,False
medium-2027-000085,identity_0020,action_28,resource_00220,observation,True,True,True,True,False,False,False,False
medium-2027-000086,identity_0044,action_20,resource_00244,observation,True,True,True,True,False,False,False,False
medium-2027-000087,identity_0018,action_22,resource_00118,observation,True,True,True,True,False,False,False,False
medium-2027-000088,identity_0043,action_15,resource_00143,observation,True,True,True,True,False,False,False,False
medium-2027-000089,identity_0075,action_19,resource_00275,observation,True,True,True,True,False,False,False,False
medium-2027-000090,identity_0007,action_19,resource_00307,observation,True,True,True,True,False,False,False,False
medium-2027-000091,identity_0038,action_10,resource_00138,observation,True,True,True,True,False,False,False,False
medium-2027-000092,identity_0098,action_02,resource_00098,observation,True,True,True,True,False,False,False,False
medium-2027-000093,identity_0047,action_19,resource_00147,observation,True,True,True,True,False,False,False,False
medium-2027-000094,identity_0087,action_23,resource_00087,observation,True,True,True,True,False,False,False,False
medium-2027-000095,identity_0001,action_05,resource_00101,observation,True,True,True,True,False,False,False,False
medium-2027-000096,identity_0040,action_20,resource_00340,observation,True,True,True,True,False,False,False,False
medium-2027-000097,identity_0016,action_00,resource_00416,observation,True,True,True,True,False,False,False,False
medium-2027-000098,identity_0004,action_16,resource_00304,observation,True,True,True,True,False,False,False,False
medium-2027-000099,identity_0074,action_14,resource_00174,observation,True,True,True,True,False,False,False,False
medium-2027-000100,identity_0032,action_00,resource_00032,observation,True,True,False,True,True,False,True,False
medium-2027-000101,identity_0080,action_16,resource_00080,observation,True,True,True,True,False,False,False,False
medium-2027-000102,identity_0082,action_26,resource_00282,observation,True,True,True,True,False,False,False,False
medium-2027-000103,identity_0010,action_10,resource_00010,observation,True,True,False,True,True,False,True,False
medium-2027-000104,identity_0046,action_18,resource_00146,observation,True,True,True,True,False,False,False,False
medium-2027-000105,identity_0097,action_01,resource_00097,observation,True,True,True,True,False,False,False,False
medium-2027-000106,identity_0039,action_19,resource_00339,observation,True,True,True,True,False,False,False,False
medium-2027-000107,identity_0015,action_27,resource_00315,observation,True,True,True,True,False,False,False,False
medium-2027-000108,identity_0014,action_14,resource_00014,observation,True,True,False,True,True,False,True,False
medium-2027-000109,identity_0036,action_04,resource_00036,observation,True,True,False,True,True,False,True,False
medium-2027-000110,identity_0058,action_26,resource_00058,observation,True,True,True,True,False,False,False,False
medium-2027-000111,identity_0047,action_23,resource_00247,observation,True,True,True,True,False,False,False,False
medium-2027-000112,identity_0040,action_20,resource_00340,observation,True,True,True,True,False,False,False,False
medium-2027-000113,identity_0036,action_20,resource_00436,observation,True,True,True,True,False,False,False,False
medium-2027-000114,identity_0075,action_11,resource_00075,observation,True,True,True,True,False,False,False,False
medium-2027-000115,identity_0048,action_24,resource_00248,observation,True,True,True,True,False,False,False,False
medium-2027-000116,identity_0040,action_20,resource_00340,observation,True,True,True,True,False,False,False,False
medium-2027-000117,identity_0085,action_25,resource_00185,observation,True,True,True,True,False,False,False,False
medium-2027-000118,identity_0070,action_06,resource_00070,observation,True,True,True,True,False,False,False,False
medium-2027-000119,identity_0059,action_07,resource_00359,observation,True,True,True,True,False,False,False,False
medium-2027-000120,identity_0060,action_04,resource_00260,observation,True,True,True,True,False,False,False,False
medium-2027-000121,identity_0000,action_08,resource_00200,observation,True,True,True,True,False,False,False,False
medium-2027-000122,identity_0025,action_29,resource_00125,observation,True,True,True,True,False,False,False,False
medium-2027-000123,identity_0074,action_22,resource_00374,observation,True,True,True,True,False,False,False,False
medium-2027-000124,identity_0059,action_27,resource_00059,observation,True,True,True,True,False,False,False,False
medium-2027-000125,identity_0037,action_09,resource_00137,observation,True,True,True,True,False,False,False,False
medium-2027-000126,identity_0037,action_17,resource_00337,observation,True,True,True,True,False,False,False,False
medium-2027-000127,identity_0013,action_25,resource_00313,observation,True,True,True,True,False,False,False,False
medium-2027-000128,identity_0098,action_02,resource_00098,observation,True,True,True,True,False,False,False,False
medium-2027-000129,identity_0037,action_21,resource_00437,observation,True,True,True,True,False,False,False,False
medium-2027-000130,identity_0004,action_16,resource_00304,observation,True,True,True,True,False,False,False,False
medium-2027-000131,identity_0094,action_06,resource_00294,observation,True,True,True,True,False,False,False,False
medium-2027-000132,identity_0056,action_04,resource_00356,observation,True,True,True,True,False,False,False,False
medium-2027-000133,identity_0079,action_27,resource_00379,observation,True,True,True,True,False,False,False,False
medium-2027-000134,identity_0011,action_11,resource_00011,observation,True,True,False,True,True,False,True,False
medium-2027-000135,identity_0045,action_29,resource_00445,observation,True,True,True,True,False,False,False,False
medium-2027-000136,identity_0080,action_24,resource_00280,observation,True,True,True,True,False,False,False,False
medium-2027-000137,identity_0085,action_21,resource_00085,observation,True,True,True,True,False,False,False,False
medium-2027-000138,identity_0084,action_28,resource_00284,observation,True,True,True,True,False,False,False,False
medium-2027-000139,identity_0077,action_21,resource_00277,observation,True,True,True,True,False,False,False,False
medium-2027-000140,identity_0023,action_07,resource_00423,observation,True,True,True,True,False,False,False,False
medium-2027-000141,identity_0049,action_01,resource_00449,observation,True,True,True,True,False,False,False,False
medium-2027-000142,identity_0056,action_04,resource_00356,observation,True,True,True,True,False,False,False,False
medium-2027-000143,identity_0061,action_05,resource_00261,observation,True,True,True,True,False,False,False,False
medium-2027-000144,identity_0081,action_25,resource_00281,observation,True,True,True,True,False,False,False,False
medium-2027-000145,identity_0034,action_10,resource_00234,observation,True,True,True,True,False,False,False,False
medium-2027-000146,identity_0010,action_14,resource_00110,observation,True,True,True,True,False,False,False,False
medium-2027-000147,identity_0069,action_05,resource_00069,observation,True,True,True,True,False,False,False,False
medium-2027-000148,identity_0013,action_17,resource_00113,observation,True,True,True,True,False,False,False,False
medium-2027-000149,identity_0078,action_22,resource_00278,observation,True,True,True,True,False,False,False,False
medium-2027-000150,identity_0016,action_28,resource_00316,observation,True,True,True,True,False,False,False,False
medium-2027-000151,identity_0039,action_23,resource_00439,observation,True,True,True,True,False,False,False,False
medium-2027-000152,identity_0095,action_11,resource_00395,observation,True,True,True,True,False,False,False,False
medium-2027-000153,identity_0088,action_24,resource_00088,observation,True,True,True,True,False,False,False,False
medium-2027-000154,identity_0045,action_17,resource_00145,observation,True,True,True,True,False,False,False,False
medium-2027-000155,identity_0076,action_24,resource_00376,observation,True,True,True,True,False,False,False,False
medium-2027-000156,identity_0089,action_29,resource_00189,observation,True,True,True,True,False,False,False,False
medium-2027-000157,identity_0006,action_14,resource_00206,observation,True,True,True,True,False,False,False,False
medium-2027-000158,identity_0044,action_20,resource_00244,observation,True,True,True,True,False,False,False,False
medium-2027-000159,identity_0025,action_05,resource_00325,observation,True,True,True,True,False,False,False,False
medium-2027-000160,identity_0071,action_15,resource_00271,observation,True,True,True,True,False,False,False,False
medium-2027-000161,identity_0050,action_26,resource_00250,observation,True,True,True,True,False,False,False,False
medium-2027-000162,identity_0073,action_09,resource_00073,observation,True,True,True,True,False,False,False,False
medium-2027-000163,identity_0004,action_16,resource_00304,observation,True,True,True,True,False,False,False,False
medium-2027-000164,identity_0044,action_24,resource_00344,observation,True,True,True,True,False,False,False,False
medium-2027-000165,identity_0038,action_14,resource_00238,observation,True,True,True,True,False,False,False,False
medium-2027-000166,identity_0051,action_19,resource_00051,observation,True,True,True,True,False,False,False,False
medium-2027-000167,identity_0006,action_18,resource_00306,observation,True,True,True,True,False,False,False,False
medium-2027-000168,identity_0020,action_24,resource_00120,observation,True,True,True,True,False,False,False,False
medium-2027-000169,identity_0000,action_04,resource_00100,observation,True,True,True,True,False,False,False,False
medium-2027-000170,identity_0017,action_29,resource_00317,observation,True,True,True,True,False,False,False,False
medium-2027-000171,identity_0040,action_12,resource_00140,observation,True,True,True,True,False,False,False,False
medium-2027-000172,identity_0003,action_15,resource_00303,observation,True,True,True,True,False,False,False,False
medium-2027-000173,identity_0010,action_14,resource_00110,observation,True,True,True,True,False,False,False,False
medium-2027-000174,identity_0001,action_05,resource_00101,observation,True,True,True,True,False,False,False,False
medium-2027-000175,identity_0063,action_31,resource_00063,observation,True,True,True,True,False,False,False,False
medium-2027-000176,identity_0012,action_28,resource_00412,observation,True,True,True,True,False,False,False,False
medium-2027-000177,identity_0098,action_10,resource_00298,observation,True,True,True,True,False,False,False,False
medium-2027-000178,identity_0026,action_02,resource_00226,observation,True,True,True,True,False,False,False,False
medium-2027-000179,identity_0043,action_27,resource_00443,observation,True,True,True,True,False,False,False,False
medium-2027-000180,identity_0036,action_12,resource_00236,observation,True,True,True,True,False,False,False,False
medium-2027-000181,identity_0030,action_30,resource_00030,observation,True,True,False,True,True,False,True,False
medium-2027-000182,identity_0012,action_24,resource_00312,observation,True,True,True,True,False,False,False,False
medium-2027-000183,identity_0038,action_10,resource_00138,observation,True,True,True,True,False,False,False,False
medium-2027-000184,identity_0030,action_10,resource_00330,observation,True,True,True,True,False,False,False,False
medium-2027-000185,identity_0080,action_28,resource_00380,observation,True,True,True,True,False,False,False,False
medium-2027-000186,identity_0001,action_01,resource_00001,observation,True,True,False,True,True,False,True,False
medium-2027-000187,identity_0015,action_27,resource_00315,observation,True,True,True,True,False,False,False,False
medium-2027-000188,identity_0017,action_01,resource_00417,observation,True,True,True,True,False,False,False,False
medium-2027-000189,identity_0019,action_31,resource_00319,observation,True,True,True,True,False,False,False,False
medium-2027-000190,identity_0087,action_03,resource_00387,observation,True,True,True,True,False,False,False,False
medium-2027-000191,identity_0043,action_23,resource_00343,observation,True,True,True,True,False,False,False,False
medium-2027-000192,identity_0057,action_01,resource_00257,observation,True,True,True,True,False,False,False,False
medium-2027-000193,identity_0005,action_17,resource_00305,observation,True,True,True,True,False,False,False,False
medium-2027-000194,identity_0043,action_19,resource_00243,observation,True,True,True,True,False,False,False,False
medium-2027-000195,identity_0058,action_26,resource_00058,observation,True,True,True,True,False,False,False,False
medium-2027-000196,identity_0030,action_02,resource_00130,observation,True,True,True,True,False,False,False,False
medium-2027-000197,identity_0043,action_27,resource_00443,observation,True,True,True,True,False,False,False,False
medium-2027-000198,identity_0025,action_09,resource_00425,observation,True,True,True,True,False,False,False,False
medium-2027-000199,identity_0067,action_15,resource_00367,observation,True,True,True,True,False,False,False,False
medium-2027-000200,identity_0055,action_31,resource_00255,observation,True,True,True,True,False,False,False,False
medium-2027-000201,identity_0053,action_01,resource_00353,observation,True,True,True,True,False,False,False,False
medium-2027-000202,identity_0029,action_13,resource_00429,observation,True,True,True,True,False,False,False,False
medium-2027-000203,identity_0003,action_07,resource_00103,observation,True,True,True,True,False,False,False,False
medium-2027-000204,identity_0060,action_08,resource_00360,observation,True,True,True,True,False,False,False,False
medium-2027-000205,identity_0002,action_14,resource_00302,observation,True,True,True,True,False,False,False,False
medium-2027-000206,identity_0054,action_02,resource_00354,observation,True,True,True,True,False,False,False,False
medium-2027-000207,identity_0065,action_01,resource_00065,observation,True,True,True,True,False,False,False,False
medium-2027-000208,identity_0047,action_23,resource_00247,observation,True,True,True,True,False,False,False,False
medium-2027-000209,identity_0088,action_24,resource_00088,observation,True,True,True,True,False,False,False,False
medium-2027-000210,identity_0005,action_09,resource_00105,observation,True,True,True,True,False,False,False,False
medium-2027-000211,identity_0032,action_00,resource_00032,observation,True,True,False,True,True,False,True,False
medium-2027-000212,identity_0018,action_26,resource_00218,observation,True,True,True,True,False,False,False,False
medium-2027-000213,identity_0088,action_28,resource_00188,observation,True,True,True,True,False,False,False,False
medium-2027-000214,identity_0080,action_24,resource_00280,observation,True,True,True,True,False,False,False,False
medium-2027-000215,identity_0089,action_25,resource_00089,observation,True,True,True,True,False,False,False,False
medium-2027-000216,identity_0041,action_17,resource_00241,observation,True,True,True,True,False,False,False,False
medium-2027-000217,identity_0016,action_24,resource_00216,observation,True,True,True,True,False,False,False,False
medium-2027-000218,identity_0058,action_26,resource_00058,observation,True,True,True,True,False,False,False,False
medium-2027-000219,identity_0057,action_01,resource_00257,observation,True,True,True,True,False,False,False,False
medium-2027-000220,identity_0050,action_26,resource_00250,observation,True,True,True,True,False,False,False,False
medium-2027-000221,identity_0012,action_20,resource_00212,observation,True,True,True,True,False,False,False,False
medium-2027-000222,identity_0077,action_29,resource_00477,observation,True,False,True,False,False,True,False,False
medium-2027-000223,identity_0087,action_03,resource_00387,observation,True,True,True,True,False,False,False,False
medium-2027-000224,identity_0068,action_12,resource_00268,observation,True,True,True,True,False,False,False,False
medium-2027-000225,identity_0041,action_09,resource_00041,observation,True,True,False,True,True,False,True,False
medium-2027-000226,identity_0044,action_20,resource_00244,observation,True,True,True,True,False,False,False,False
medium-2027-000227,identity_0059,action_27,resource_00059,observation,True,True,True,True,False,False,False,False
medium-2027-000228,identity_0073,action_21,resource_00373,observation,True,True,True,True,False,False,False,False
medium-2027-000229,identity_0028,action_28,resource_00028,observation,True,True,False,True,True,False,True,False
medium-2027-000230,identity_0090,action_06,resource_00390,observation,True,True,True,True,False,False,False,False
medium-2027-000231,identity_0095,action_03,resource_00195,observation,True,True,True,True,False,False,False,False
medium-2027-000232,identity_0019,action_23,resource_00119,observation,True,True,True,True,False,False,False,False
medium-2027-000233,identity_0075,action_15,resource_00175,observation,True,True,True,True,False,False,False,False
medium-2027-000234,identity_0004,action_12,resource_00204,observation,True,True,True,True,False,False,False,False
medium-2027-000235,identity_0001,action_05,resource_00101,observation,True,True,True,True,False,False,False,False
medium-2027-000236,identity_0010,action_26,resource_00410,observation,True,True,True,True,False,False,False,False
medium-2027-000237,identity_0075,action_15,resource_00175,observation,True,True,True,True,False,False,False,False
medium-2027-000238,identity_0011,action_15,resource_00111,observation,True,True,True,True,False,False,False,False
medium-2027-000239,identity_0089,action_25,resource_00089,observation,True,True,True,True,False,False,False,False
medium-2027-000240,identity_0016,action_00,resource_00416,observation,True,True,True,True,False,False,False,False
medium-2027-000241,identity_0021,action_25,resource_00121,observation,True,True,True,True,False,False,False,False
medium-2027-000242,identity_0050,action_26,resource_00250,observation,True,True,True,True,False,False,False,False
medium-2027-000243,identity_0014,action_22,resource_00214,observation,True,True,True,True,False,False,False,False
medium-2027-000244,identity_0034,action_02,resource_00034,observation,True,True,False,True,True,False,True,False
medium-2027-000245,identity_0000,action_12,resource_00300,observation,True,True,True,True,False,False,False,False
medium-2027-000246,identity_0097,action_05,resource_00197,observation,True,True,True,True,False,False,False,False
medium-2027-000247,identity_0093,action_05,resource_00293,observation,True,True,True,True,False,False,False,False
medium-2027-000248,identity_0033,action_17,resource_00433,observation,True,True,True,True,False,False,False,False
medium-2027-000249,identity_0002,action_10,resource_00202,observation,True,True,True,True,False,False,False,False
medium-2027-000250,identity_0041,action_21,resource_00341,observation,True,True,True,True,False,False,False,False
medium-2027-000251,identity_0046,action_14,resource_00046,observation,True,True,False,True,True,False,True,False
medium-2027-000252,identity_0032,action_04,resource_00132,observation,True,True,True,True,False,False,False,False
medium-2027-000253,identity_0017,action_25,resource_00217,observation,True,True,True,True,False,False,False,False
medium-2027-000254,identity_0032,action_12,resource_00332,observation,True,True,True,True,False,False,False,False
medium-2027-000255,identity_0064,action_08,resource_00264,observation,True,True,True,True,False,False,False,False
medium-2027-000256,identity_0053,action_01,resource_00353,observation,True,True,True,True,False,False,False,False
medium-2027-000257,identity_0099,action_11,resource_00299,observation,True,True,True,True,False,False,False,False
medium-2027-000258,identity_0069,action_09,resource_00169,observation,True,True,True,True,False,False,False,False
medium-2027-000259,identity_0065,action_01,resource_00065,observation,True,True,True,True,False,False,False,False
medium-2027-000260,identity_0096,action_00,resource_00096,observation,True,True,True,True,False,False,False,False
medium-2027-000261,identity_0077,action_25,resource_00377,observation,True,True,True,True,False,False,False,False
medium-2027-000262,identity_0045,action_17,resource_00145,observation,True,True,True,True,False,False,False,False
medium-2027-000263,identity_0046,action_14,resource_00046,observation,True,True,False,True,True,False,True,False
medium-2027-000264,identity_0008,action_24,resource_00408,observation,True,True,True,True,False,False,False,False
medium-2027-000265,identity_0067,action_03,resource_00067,observation,True,True,True,True,False,False,False,False
medium-2027-000266,identity_0089,action_05,resource_00389,observation,True,True,True,True,False,False,False,False
medium-2027-000267,identity_0033,action_05,resource_00133,observation,True,True,True,True,False,False,False,False
medium-2027-000268,identity_0048,action_00,resource_00448,observation,True,True,True,True,False,False,False,False
medium-2027-000269,identity_0092,action_28,resource_00092,observation,True,True,True,True,False,False,False,False
medium-2027-000270,identity_0004,action_16,resource_00304,observation,True,True,True,True,False,False,False,False
medium-2027-000271,identity_0077,action_17,resource_00177,observation,True,True,True,True,False,False,False,False
medium-2027-000272,identity_0090,action_06,resource_00390,observation,True,True,True,True,False,False,False,False
medium-2027-000273,identity_0020,action_20,resource_00020,observation,True,True,False,True,True,False,True,False
medium-2027-000274,identity_0083,action_31,resource_00383,observation,True,True,True,True,False,False,False,False
medium-2027-000275,identity_0026,action_26,resource_00026,observation,True,True,False,True,True,False,True,False
medium-2027-000276,identity_0048,action_20,resource_00148,observation,True,True,True,True,False,False,False,False
medium-2027-000277,identity_0065,action_13,resource_00365,observation,True,True,True,True,False,False,False,False
medium-2027-000278,identity_0004,action_20,resource_00404,observation,True,True,True,True,False,False,False,False
medium-2027-000279,identity_0060,action_04,resource_00260,observation,True,True,True,True,False,False,False,False
medium-2027-000280,identity_0022,action_30,resource_00222,observation,True,True,True,True,False,False,False,False
medium-2027-000281,identity_0014,action_14,resource_00014,observation,True,True,False,True,True,False,True,False
medium-2027-000282,identity_0088,action_04,resource_00388,observation,True,True,True,True,False,False,False,False
medium-2027-000283,identity_0039,action_11,resource_00139,observation,True,True,True,True,False,False,False,False
medium-2027-000284,identity_0049,action_21,resource_00149,observation,True,True,True,True,False,False,False,False
medium-2027-000285,identity_0078,action_14,resource_00078,observation,True,True,True,True,False,False,False,False
medium-2027-000286,identity_0030,action_14,resource_00430,observation,True,True,True,True,False,False,False,False
medium-2027-000287,identity_0022,action_26,resource_00122,observation,True,True,True,True,False,False,False,False
medium-2027-000288,identity_0008,action_20,resource_00308,observation,True,True,True,True,False,False,False,False
medium-2027-000289,identity_0073,action_13,resource_00173,observation,True,True,True,True,False,False,False,False
medium-2027-000290,identity_0077,action_25,resource_00377,observation,True,True,True,True,False,False,False,False
medium-2027-000291,identity_0085,action_01,resource_00385,observation,True,True,True,True,False,False,False,False
medium-2027-000292,identity_0042,action_18,resource_00242,observation,True,True,True,True,False,False,False,False
medium-2027-000293,identity_0009,action_17,resource_00209,observation,True,True,True,True,False,False,False,False
medium-2027-000294,identity_0065,action_13,resource_00365,observation,True,True,True,True,False,False,False,False
medium-2027-000295,identity_0044,action_20,resource_00244,observation,True,True,True,True,False,False,False,False
medium-2027-000296,identity_0027,action_07,resource_00327,observation,True,True,True,True,False,False,False,False
medium-2027-000297,identity_0058,action_02,resource_00258,observation,True,True,True,True,False,False,False,False
medium-2027-000298,identity_0078,action_26,resource_00378,observation,True,True,True,True,False,False,False,False
medium-2027-000299,identity_0054,action_02,resource_00354,observation,True,True,True,True,False,False,False,False
medium-2027-000300,identity_0030,action_10,resource_00330,observation,True,True,True,True,False,False,False,False
medium-2027-000301,identity_0007,action_19,resource_00307,observation,True,True,True,True,False,False,False,False
medium-2027-000302,identity_0028,action_08,resource_00328,observation,True,True,True,True,False,False,False,False
medium-2027-000303,identity_0070,action_18,resource_00370,observation,True,True,True,True,False,False,False,False
medium-2027-000304,identity_0083,action_19,resource_00083,observation,True,True,True,True,False,False,False,False
medium-2027-000305,identity_0084,action_00,resource_00384,observation,True,True,True,True,False,False,False,False
medium-2027-000306,identity_0072,action_20,resource_00372,observation,True,True,True,True,False,False,False,False
medium-2027-000307,identity_0019,action_03,resource_00419,observation,True,True,True,True,False,False,False,False
medium-2027-000308,identity_0038,action_18,resource_00338,observation,True,True,True,True,False,False,False,False
medium-2027-000309,identity_0067,action_03,resource_00067,observation,True,True,True,True,False,False,False,False
medium-2027-000310,identity_0014,action_22,resource_00214,observation,True,True,True,True,False,False,False,False
medium-2027-000311,identity_0011,action_23,resource_00311,observation,True,True,True,True,False,False,False,False
medium-2027-000312,identity_0009,action_25,resource_00409,observation,True,True,True,True,False,False,False,False
medium-2027-000313,identity_0018,action_02,resource_00418,observation,True,True,True,True,False,False,False,False
medium-2027-000314,identity_0027,action_11,resource_00427,observation,True,True,True,True,False,False,False,False
