request_id,subject,action,resource,phase,stable_allow,oracle_required,unsafe_candidate_allow,safe_candidate_allow,unsafe_mismatch,safe_mismatch,unsafe_required_would_deny,safe_required_would_deny
small-2027-000098,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000099,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000100,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000101,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000102,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000103,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000104,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000105,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000106,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000107,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000108,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000109,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000110,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000111,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000112,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000113,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000114,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000115,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000116,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000117,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000118,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000119,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000120,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000121,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000122,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000123,svc-backup,write,backup-store,observation,True,True,False,True,True,False,True,False
small-2027-000124,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000125,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000126,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000127,svc-backup,write,backup-store,observation,True,True,False,True,True,False,True,False
small-2027-000128,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000129,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000130,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000131,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000132,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000133,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000134,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000135,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000136,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000137,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000138,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000139,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000140,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000141,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000142,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000143,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000144,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000145,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000146,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000147,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000148,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000149,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000150,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000151,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000152,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000153,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000154,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000155,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000156,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000157,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000158,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000159,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000160,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000161,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000162,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000163,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000164,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000165,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000166,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000167,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000168,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000169,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000170,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000171,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000172,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000173,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000174,svc-backup,write,backup-store,observation,True,True,False,True,True,False,True,False
small-2027-000175,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000176,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000177,svc-incident,write,ticket,observation,True,True,False,True,True,False,True,False
small-2027-000178,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000179,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000180,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000181,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000182,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000183,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000184,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000185,svc-backup,write,backup-store,observation,True,True,False,True,True,False,True,False
small-2027-000186,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000187,svc-incident,write,ticket,observation,True,True,False,True,True,False,True,False
small-2027-000188,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000189,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000190,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000191,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000192,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000193,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000194,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000195,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000196,svc-incident,write,ticket,observation,True,True,False,True,True,False,True,False
small-2027-000197,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000198,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000199,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000200,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000201,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000202,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000203,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000204,svc-backup,write,backup-store,observation,True,True,False,True,True,False,True,False
small-2027-000205,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000206,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000207,svc-backup,write,backup-store,observation,True,True,False,True,True,False,True,False
small-2027-000208,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000209,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000210,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000211,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000212,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000213,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000214,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000215,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000216,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000217,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000218,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000219,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000220,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000221,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000222,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000223,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000224,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000225,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000226,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000227,svc-incident,write,ticket,observation,True,True,False,True,True,False,True,False
small-2027-000228,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000229,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000230,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000231,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000232,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000233,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000234,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000235,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000236,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000237,svc-backup,read,database,observation,True,False,True,False,False,True,False,False
small-2027-000238,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000239,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000240,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000241,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000242,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000243,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000244,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000245,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000246,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000247,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000248,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000249,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000250,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000251,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000252,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000253,svc-incident,read,audit-log,observation,True,True,False,True,True,False,True,False
small-2027-000254,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000255,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000256,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000257,svc-incident,write,ticket,observation,True,True,False,True,True,False,True,False
small-2027-000258,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000259,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000260,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000261,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000262,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000263,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000264,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000265,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000266,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000267,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000268,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000269,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000270,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000271,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000272,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000273,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000274,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000275,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000276,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000277,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000278,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000279,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000280,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000281,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000282,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000283,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000284,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000285,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000286,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000287,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000288,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000289,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000290,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000291,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000292,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000293,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000294,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000295,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000296,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000297,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000298,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000299,svc-incident,write,ticket,observation,True,True,False,True,True,False,True,False
small-2027-000300,svc-backup,write,backup-store,observation,True,True,False,True,True,False,True,False
small-2027-000301,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000302,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000303,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000304,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000305,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000306,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000307,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000308,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000309,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000310,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000311,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000312,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000313,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000314,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000315,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000316,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000317,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000318,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000319,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000320,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000321,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000322,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000323,svc-incident,read,audit-log,observation,True,True,False,True,True,False,True,False
small-2027-000324,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000325,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000326,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000327,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000328,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000329,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000330,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000331,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000332,svc-deploy,write,deployment,observation,True,True,True,True,False,False,False,False
small-2027-000333,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000334,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000335,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000336,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000337,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000338,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000339,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000340,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000341,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000342,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000343,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000344,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000345,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000346,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000347,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000348,svc-incident,read,audit-log,observation,True,True,False,True,True,False,True,False
small-2027-000349,svc-incident,write,ticket,observation,True,True,False,True,True,False,True,False
small-2027-000350,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000351,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000352,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000353,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000354,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000355,svc-build,write,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000356,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000357,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000358,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000359,svc-build,read,repo,observation,True,True,True,True,False,False,False,False
small-2027-000360,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
small-2027-000361,svc-deploy,read,artifact,observation,True,True,True,True,False,False,False,False
